Date,Time,Class,Confidence
2025-02-09,13:03:59,cat,0.7
2025-02-09,13:04:01,human,0.69
2025-02-09,13:04:01,human,0.58
2025-02-09,13:04:01,human,0.68
2025-02-09,13:04:02,human,0.81
2025-02-09,13:04:02,human,0.86
2025-02-09,13:04:02,human,0.68
2025-02-09,13:04:02,human,0.56
2025-02-09,13:04:02,human,0.72
2025-02-09,13:04:03,human,0.59
2025-02-09,13:04:03,human,0.51
2025-02-09,13:04:04,human,0.68
2025-02-09,13:04:04,human,0.8
2025-02-09,13:04:04,human,0.57
2025-02-09,13:04:05,human,0.86
2025-02-09,13:04:05,human,0.62
2025-02-09,13:04:05,human,0.86
2025-02-09,13:04:06,human,0.89
2025-02-09,13:04:06,human,0.75
2025-02-09,13:04:06,human,0.85
2025-02-09,13:04:06,human,0.55
2025-02-09,13:04:06,human,0.84
2025-02-09,13:04:06,human,0.55
2025-02-09,13:04:06,human,0.79
2025-02-09,13:04:06,human,0.54
2025-02-09,13:04:07,human,0.85
2025-02-09,13:04:07,human,0.52
2025-02-09,13:04:07,human,0.86
2025-02-09,13:04:08,human,0.84
2025-02-09,13:04:08,human,0.6
2025-02-09,13:04:08,human,0.64
2025-02-09,13:04:08,human,0.6
2025-02-09,13:04:08,human,0.62
2025-02-09,13:04:08,human,0.68
2025-02-09,13:04:08,human,0.86
2025-02-09,13:04:09,human,0.92
2025-02-09,13:04:09,human,0.82
2025-02-09,13:04:09,human,0.79
2025-02-09,13:04:10,human,0.86
2025-02-09,13:04:10,human,0.88
2025-02-09,13:04:10,human,0.83
2025-02-09,13:04:10,human,0.77
2025-02-09,13:04:11,human,0.5
2025-02-09,13:04:11,human,0.9
2025-02-09,13:04:11,human,0.71
2025-02-09,13:04:11,human,0.67
2025-02-09,13:04:12,human,0.81
2025-02-09,13:04:12,human,0.53
2025-02-09,13:04:12,human,0.79
2025-02-09,13:04:12,human,0.7
2025-02-09,13:04:12,human,0.87
2025-02-09,13:04:12,human,0.63
2025-02-09,13:04:12,human,0.68
2025-02-09,13:04:12,human,0.67
2025-02-09,13:04:13,human,0.79
2025-02-09,13:04:13,human,0.72
2025-02-09,13:04:13,human,0.9
2025-02-09,13:04:13,human,0.79
2025-02-09,13:04:13,human,0.88
2025-02-09,13:04:13,human,0.81
2025-02-09,13:04:13,human,0.62
2025-02-09,13:04:13,human,0.63
2025-02-09,13:04:13,human,0.52
2025-02-09,13:04:14,human,0.54
2025-02-09,13:04:14,human,0.63
2025-02-09,13:04:14,human,0.62
2025-02-09,13:04:14,human,0.65
2025-02-09,13:04:14,human,0.59
2025-02-09,13:04:15,human,0.82
2025-02-09,13:04:15,human,0.62
2025-02-09,13:04:15,human,0.6
2025-02-09,13:04:15,human,0.63
2025-02-09,13:04:15,human,0.55
2025-02-09,13:04:15,human,0.86
2025-02-09,13:04:15,human,0.74
2025-02-09,13:04:16,human,0.91
2025-02-09,13:04:16,human,0.63
2025-02-09,13:04:16,human,0.89
2025-02-09,13:04:16,human,0.77
2025-02-09,13:04:16,human,0.82
2025-02-09,13:04:16,human,0.59
2025-02-09,13:04:16,human,0.91
2025-02-09,13:04:16,human,0.73
2025-02-09,13:04:16,human,0.9
2025-02-09,13:04:16,human,0.7
2025-02-09,13:04:17,human,0.89
2025-02-09,13:04:17,human,0.78
2025-02-09,13:04:17,human,0.92
2025-02-09,13:04:17,human,0.77
2025-02-09,13:04:17,human,0.86
2025-02-09,13:04:17,human,0.58
2025-02-09,13:04:17,human,0.81
2025-02-09,13:04:17,human,0.5
2025-02-09,13:04:18,human,0.85
2025-02-09,13:04:18,human,0.64
2025-02-09,13:04:18,human,0.86
2025-02-09,13:04:18,human,0.89
2025-02-09,13:04:18,human,0.57
2025-02-09,13:04:18,human,0.89
2025-02-09,13:04:18,human,0.56
2025-02-09,13:04:18,human,0.82
2025-02-09,13:04:19,human,0.87
2025-02-09,13:04:19,human,0.51
2025-02-09,13:04:19,human,0.83
2025-02-09,13:04:19,human,0.76
2025-02-09,13:04:19,human,0.89
2025-02-09,13:04:19,human,0.81
2025-02-09,13:04:19,human,0.89
2025-02-09,13:04:19,human,0.62
2025-02-09,13:04:20,human,0.71
2025-02-09,13:04:20,human,0.62
2025-02-09,13:04:20,human,0.66
2025-02-09,13:04:20,human,0.58
2025-02-09,13:04:20,human,0.51
2025-02-09,13:04:21,human,0.58
2025-02-09,13:04:21,human,0.66
2025-02-09,13:04:22,human,0.91
2025-02-09,13:04:22,human,0.91
2025-02-09,13:04:22,human,0.92
2025-02-09,13:04:22,human,0.87
2025-02-09,13:04:22,bird,0.62
2025-02-09,13:04:23,human,0.88
2025-02-09,13:04:23,human,0.62
2025-02-09,13:04:23,human,0.92
2025-02-09,13:04:24,bird,0.69
2025-02-09,13:04:24,human,0.68
2025-02-09,13:04:24,human,0.92
2025-02-09,13:04:24,human,0.85
2025-02-09,13:04:25,human,0.92
2025-02-09,13:04:25,human,0.61
2025-02-09,13:04:25,human,0.52
2025-02-09,13:04:25,bird,0.89
2025-02-09,13:04:28,human,0.92
2025-02-09,13:04:28,human,0.76
2025-02-09,13:04:29,human,0.58
2025-02-09,13:04:30,human,0.62
2025-02-09,13:04:30,human,0.75
2025-02-09,13:04:30,human,0.73
2025-02-09,13:04:31,human,0.8
2025-02-09,13:04:32,human,0.65
2025-02-09,13:04:32,human,0.57
2025-02-09,13:04:32,human,0.55
2025-02-09,13:04:33,human,0.75
2025-02-09,13:04:33,human,0.66
2025-02-09,13:04:34,human,0.65
2025-02-09,13:04:34,human,0.51
2025-02-09,13:04:38,human,0.68
2025-02-09,13:04:41,human,0.68
2025-02-09,13:04:41,human,0.7
2025-02-09,13:04:42,human,0.84
2025-02-09,13:04:42,human,0.8
2025-02-09,13:04:42,human,0.79
2025-02-09,13:04:43,human,0.73
2025-02-09,13:04:43,human,0.65
2025-02-09,13:04:43,human,0.57
2025-02-09,13:04:43,human,0.52
2025-02-09,13:04:43,human,0.71
2025-02-09,13:04:44,cat,0.79
2025-02-09,13:04:44,human,0.79
2025-02-09,13:04:45,human,0.8
2025-02-09,13:04:45,human,0.86
2025-02-09,13:04:45,human,0.89
2025-02-09,13:04:45,human,0.84
2025-02-09,13:04:46,human,0.7
2025-02-09,13:04:46,human,0.76
2025-02-09,13:04:46,human,0.75
2025-02-09,13:04:48,human,0.62
2025-02-09,13:04:48,human,0.65
2025-02-09,13:04:49,human,0.55
2025-02-09,13:04:54,human,0.77
2025-02-09,13:04:54,human,0.81
2025-02-09,13:04:54,human,0.92
2025-02-09,13:04:55,human,0.88
2025-02-09,13:04:55,human,0.83
2025-02-09,13:04:55,human,0.74
2025-02-09,13:04:55,human,0.59
2025-02-09,13:04:56,human,0.81
2025-02-09,13:04:56,human,0.94
2025-02-09,13:04:56,human,0.94
2025-02-09,13:04:56,human,0.95
2025-02-09,13:04:57,human,0.9
2025-02-09,13:04:57,human,0.87
2025-02-09,13:04:57,human,0.93
2025-02-09,13:04:57,human,0.92
2025-02-09,13:04:58,human,0.94
2025-02-09,13:04:58,human,0.95
2025-02-09,13:04:58,human,0.92
2025-02-09,13:04:58,human,0.56
2025-02-09,13:04:59,human,0.92
2025-02-09,13:04:59,human,0.62
2025-02-09,13:05:00,human,0.63
2025-02-09,13:05:00,human,0.94
2025-02-09,13:05:00,human,0.88
2025-02-09,13:05:01,human,0.53
2025-02-09,13:05:01,human,0.53
2025-02-09,13:05:04,bird,0.79
2025-02-09,13:05:04,bird,0.51
2025-02-09,13:05:05,cat,0.83
2025-02-09,13:05:05,cat,0.81
2025-02-09,13:05:06,cat,0.73
2025-02-09,13:05:06,cat,0.79
2025-02-09,13:05:06,cat,0.77
2025-02-09,13:05:06,cat,0.68
2025-02-09,13:05:08,human,0.86
2025-02-09,13:05:08,human,0.86
2025-02-09,13:05:08,human,0.59
2025-02-09,13:05:09,human,0.82
2025-02-09,13:05:09,horse,0.65
2025-02-09,13:05:10,human,0.57
2025-02-09,13:05:11,human,0.86
2025-02-09,13:05:11,human,0.75
2025-02-09,13:05:11,human,0.65
2025-02-09,13:05:12,human,0.54
2025-02-09,13:05:15,human,0.63
2025-02-09,13:05:16,human,0.58
2025-02-09,13:05:19,human,0.7
2025-02-09,13:05:19,human,0.7
2025-02-09,13:05:19,human,0.54
2025-02-09,13:05:22,human,0.57
2025-02-09,13:05:25,human,0.76
2025-02-09,13:05:28,human,0.56
2025-02-09,13:05:34,human,0.61
2025-02-09,13:05:35,cat,0.79
2025-02-09,13:05:40,human,0.56
2025-02-09,13:05:43,cat,0.64
2025-02-09,13:05:43,human,0.72
2025-02-09,13:05:44,human,0.53
2025-02-09,13:05:44,human,0.75
2025-02-09,13:05:45,cat,0.55
2025-02-09,13:05:45,human,0.94
2025-02-09,13:05:46,human,0.79
2025-02-09,13:05:46,human,0.72
2025-02-09,13:05:46,bird,0.72
2025-02-09,13:05:46,human,0.87
2025-02-09,13:05:47,human,0.71
2025-02-09,13:05:47,human,0.83
2025-02-09,13:05:48,elephant,0.69
2025-02-09,13:05:48,human,0.52
2025-02-09,13:05:48,human,0.57
2025-02-09,13:05:49,human,0.64
2025-02-09,13:05:49,cat,0.57
2025-02-09,13:05:50,human,0.81
2025-02-09,13:05:50,human,0.7
2025-02-09,13:05:50,human,0.87
2025-02-09,13:05:50,human,0.82
2025-02-09,13:05:51,human,0.7
2025-02-09,13:05:52,cat,0.7
Date,Time,Class,Confidence
2025-02-09,13:06:05,human,0.81
2025-02-09,13:06:06,human,0.68
2025-02-09,13:06:06,human,0.55
2025-02-09,13:06:06,human,0.9
2025-02-09,13:06:07,human,0.66
2025-02-09,13:06:07,human,0.73
2025-02-09,13:06:08,human,0.63
2025-02-09,13:06:08,human,0.65
2025-02-09,13:06:08,human,0.75
2025-02-09,13:06:08,human,0.65
2025-02-09,13:06:09,human,0.53
2025-02-09,13:06:09,human,0.7
2025-02-09,13:06:09,human,0.73
2025-02-09,13:06:10,human,0.83
2025-02-09,13:06:10,human,0.81
2025-02-09,13:06:10,human,0.81
2025-02-09,13:06:10,human,0.84
2025-02-09,13:06:11,human,0.6
2025-02-09,13:06:11,human,0.55
2025-02-09,13:06:11,human,0.6
2025-02-09,13:06:13,human,0.71
2025-02-09,13:06:13,human,0.76
2025-02-09,13:06:13,human,0.91
2025-02-09,13:06:13,human,0.68
2025-02-09,13:06:14,human,0.53
2025-02-09,13:06:15,human,0.58
2025-02-09,13:06:15,human,0.75
2025-02-09,13:06:16,human,0.77
2025-02-09,13:06:16,human,0.66
2025-02-09,13:06:18,human,0.55
2025-02-09,13:06:18,human,0.81
2025-02-09,13:06:19,human,0.84
2025-02-09,13:06:19,human,0.57
2025-02-09,13:06:19,human,0.81
2025-02-09,13:06:19,human,0.73
2025-02-09,13:06:20,human,0.79
2025-02-09,13:06:20,human,0.75
2025-02-09,13:06:20,human,0.75
2025-02-09,13:06:21,human,0.88
2025-02-09,13:06:21,human,0.76
2025-02-09,13:06:24,human,0.83
2025-02-09,13:06:24,human,0.84
2025-02-09,13:06:24,human,0.79
2025-02-09,13:06:25,human,0.52
2025-02-09,13:06:25,human,0.51
2025-02-09,13:06:26,human,0.78
2025-02-09,13:06:26,human,0.6
2025-02-09,13:06:26,human,0.57
2025-02-09,13:06:26,human,0.57
2025-02-09,13:06:27,cat,0.69
2025-02-09,13:06:28,cat,0.78
2025-02-09,13:06:30,human,0.56
2025-02-09,13:06:30,human,0.57
Date,Time,Class,Confidence
2025-02-09,13:11:37,cat,0.31
2025-02-09,13:11:37,human,0.91
2025-02-09,13:11:38,horse,0.87
2025-02-09,13:11:38,human,0.78
2025-02-09,13:11:38,human,0.74
2025-02-09,13:11:39,horse,0.45
2025-02-09,13:11:39,bird,0.31
2025-02-09,13:11:39,dog,0.77
2025-02-09,13:11:39,human,0.73
2025-02-09,13:11:40,cat,0.78
2025-02-09,13:11:40,dog,0.51
2025-02-09,13:11:40,human,0.41
2025-02-09,13:11:40,human,0.52
2025-02-09,13:11:40,dog,0.46
2025-02-09,13:11:40,dog,0.79
2025-02-09,13:11:41,human,0.42
2025-02-09,13:11:41,dog,0.42
2025-02-09,13:11:41,dog,0.45
2025-02-09,13:11:41,dog,0.47
2025-02-09,13:11:41,dog,0.63
2025-02-09,13:11:42,human,0.42
2025-02-09,13:11:42,human,0.32
2025-02-09,13:11:42,cat,0.5
2025-02-09,13:11:42,human,0.33
2025-02-09,13:11:43,dog,0.6
2025-02-09,13:11:43,dog,0.76
2025-02-09,13:11:43,dog,0.36
2025-02-09,13:11:44,elephant,0.38
2025-02-09,13:11:44,elephant,0.31
2025-02-09,13:11:45,elephant,0.78
2025-02-09,13:11:45,elephant,0.81
2025-02-09,13:11:45,elephant,0.53
2025-02-09,13:11:45,elephant,0.65
2025-02-09,13:11:46,bird,0.32
2025-02-09,13:11:46,elephant,0.67
2025-02-09,13:11:46,bird,0.42
2025-02-09,13:11:47,human,0.71
2025-02-09,13:11:47,human,0.62
2025-02-09,13:11:47,human,0.63
2025-02-09,13:11:48,dog,0.42
2025-02-09,13:11:48,human,0.37
2025-02-09,13:11:48,human,0.76
2025-02-09,13:11:48,human,0.64
2025-02-09,13:11:49,human,0.81
2025-02-09,13:11:49,human,0.38
2025-02-09,13:11:49,human,0.77
2025-02-09,13:11:49,human,0.92
2025-02-09,13:11:49,human,0.68
2025-02-09,13:11:49,human,0.41
2025-02-09,13:11:49,human,0.31
2025-02-09,13:11:50,human,0.92
2025-02-09,13:11:50,human,0.81
2025-02-09,13:11:50,human,0.92
2025-02-09,13:11:50,human,0.87
2025-02-09,13:11:50,human,0.9
2025-02-09,13:11:50,human,0.76
2025-02-09,13:11:50,human,0.5
2025-02-09,13:11:51,human,0.84
2025-02-09,13:11:51,human,0.85
2025-02-09,13:11:51,human,0.68
2025-02-09,13:11:51,human,0.77
2025-02-09,13:11:51,human,0.65
2025-02-09,13:11:52,human,0.8
2025-02-09,13:11:52,human,0.77
2025-02-09,13:11:52,human,0.83
2025-02-09,13:11:52,human,0.86
2025-02-09,13:11:52,human,0.69
2025-02-09,13:11:53,human,0.81
2025-02-09,13:11:53,human,0.32
2025-02-09,13:11:53,human,0.69
2025-02-09,13:11:53,human,0.66
2025-02-09,13:11:53,human,0.34
2025-02-09,13:11:53,human,0.88
2025-02-09,13:11:53,human,0.31
2025-02-09,13:11:53,human,0.31
2025-02-09,13:11:54,human,0.84
2025-02-09,13:11:54,human,0.63
2025-02-09,13:11:54,human,0.56
2025-02-09,13:11:54,bird,0.33
2025-02-09,13:11:54,human,0.89
2025-02-09,13:11:54,human,0.77
2025-02-09,13:11:54,human,0.9
2025-02-09,13:11:54,human,0.66
2025-02-09,13:11:54,human,0.43
2025-02-09,13:11:55,human,0.65
2025-02-09,13:11:55,human,0.5
2025-02-09,13:11:56,human,0.39
2025-02-09,13:11:57,human,0.42
2025-02-09,13:11:57,human,0.49
2025-02-09,13:11:57,human,0.67
2025-02-09,13:11:58,human,0.41
2025-02-09,13:11:58,cat,0.83
2025-02-09,13:11:58,human,0.48
2025-02-09,13:11:58,cat,0.46
2025-02-09,13:12:04,human,0.34
2025-02-09,13:12:04,human,0.77
Date,Time,Class,Confidence
2025-02-09,13:16:25,human,0.84
2025-02-09,13:16:26,cat,0.49
2025-02-09,13:16:26,cat,0.34
2025-02-09,13:16:26,cat,0.81
2025-02-09,13:16:26,cat,0.54
2025-02-09,13:16:26,human,0.44
2025-02-09,13:16:27,cat,0.68
2025-02-09,13:16:27,bird,0.4
2025-02-09,13:16:27,cat,0.74
2025-02-09,13:16:27,cat,0.68
2025-02-09,13:16:27,cat,0.6
2025-02-09,13:16:27,human,0.44
2025-02-09,13:16:28,bird,0.34
2025-02-09,13:16:28,cat,0.34
2025-02-09,13:16:29,bird,0.63
2025-02-09,13:16:29,cat,0.81
2025-02-09,13:16:29,cat,0.81
2025-02-09,13:16:29,dog,0.44
2025-02-09,13:16:30,cat,0.88
2025-02-09,13:16:30,dog,0.42
2025-02-09,13:16:30,cat,0.93
2025-02-09,13:16:30,cat,0.78
2025-02-09,13:16:30,cat,0.91
2025-02-09,13:16:31,cat,0.91
2025-02-09,13:16:31,cat,0.95
2025-02-09,13:16:31,bird,0.55
2025-02-09,13:16:31,cat,0.46
2025-02-09,13:16:31,cat,0.67
2025-02-09,13:16:31,dog,0.51
2025-02-09,13:16:32,cow,0.9
2025-02-09,13:16:32,cat,0.61
2025-02-09,13:16:33,cat,0.84
2025-02-09,13:16:33,cat,0.91
2025-02-09,13:16:33,cat,0.68
2025-02-09,13:16:33,cat,0.93
2025-02-09,13:16:33,elephant,0.35
2025-02-09,13:16:34,elephant,0.82
2025-02-09,13:16:34,cat,0.93
2025-02-09,13:16:34,cat,0.55
2025-02-09,13:16:35,bird,0.6
2025-02-09,13:16:35,sheep,0.31
2025-02-09,13:16:35,bird,0.47
2025-02-09,13:16:35,sheep,0.39
2025-02-09,13:16:35,bird,0.31
2025-02-09,13:16:35,sheep,0.67
2025-02-09,13:16:35,sheep,0.57
2025-02-09,13:16:35,panda,0.36
2025-02-09,13:16:36,cat,0.88
2025-02-09,13:16:36,cat,0.82
2025-02-09,13:16:36,cat,0.89
2025-02-09,13:16:36,cat,0.89
2025-02-09,13:16:36,cat,0.33
2025-02-09,13:16:36,cat,0.88
2025-02-09,13:16:36,cat,0.6
2025-02-09,13:16:36,tiger,0.84
2025-02-09,13:16:37,zebra,0.58
2025-02-09,13:16:37,tiger,0.84
2025-02-09,13:16:38,tiger,0.38
2025-02-09,13:16:38,tiger,0.69
2025-02-09,13:16:39,tiger,0.58
2025-02-09,13:16:39,tiger,0.3
2025-02-09,13:16:40,tiger,0.63
2025-02-09,13:16:41,human,0.54
2025-02-09,13:16:42,human,0.42
2025-02-09,13:16:42,horse,0.41
2025-02-09,13:16:42,human,0.31
2025-02-09,13:16:43,cat,0.34
2025-02-09,13:16:43,tiger,0.83
2025-02-09,13:16:43,cat,0.42
2025-02-09,13:16:44,tiger,0.69
2025-02-09,13:16:44,cat,0.45
2025-02-09,13:16:44,tiger,0.75
2025-02-09,13:16:44,cat,0.62
2025-02-09,13:16:44,tiger,0.84
2025-02-09,13:16:44,cat,0.72
2025-02-09,13:16:44,tiger,0.76
2025-02-09,13:16:44,cat,0.71
2025-02-09,13:16:45,cat,0.6
2025-02-09,13:16:45,cat,0.52
2025-02-09,13:16:45,cat,0.62
2025-02-09,13:16:45,tiger,0.83
2025-02-09,13:16:45,cat,0.82
2025-02-09,13:16:46,tiger,0.88
2025-02-09,13:16:46,cat,0.38
2025-02-09,13:16:46,tiger,0.86
2025-02-09,13:16:46,cat,0.4
2025-02-09,13:16:46,tiger,0.85
2025-02-09,13:16:46,cat,0.31
2025-02-09,13:16:46,tiger,0.86
2025-02-09,13:16:47,tiger,0.87
2025-02-09,13:16:47,tiger,0.84
2025-02-09,13:16:47,tiger,0.84
2025-02-09,13:16:47,tiger,0.87
2025-02-09,13:16:47,tiger,0.85
2025-02-09,13:16:48,tiger,0.87
2025-02-09,13:16:48,cat,0.32
2025-02-09,13:16:48,tiger,0.82
2025-02-09,13:16:48,cat,0.37
2025-02-09,13:16:48,tiger,0.32
2025-02-09,13:16:48,tiger,0.85
2025-02-09,13:16:48,tiger,0.88
2025-02-09,13:16:48,tiger,0.47
2025-02-09,13:16:49,tiger,0.83
2025-02-09,13:16:49,cat,0.88
2025-02-09,13:16:49,human,0.31
2025-02-09,13:16:51,human,0.38
2025-02-09,13:16:51,human,0.78
2025-02-09,13:16:52,human,0.92
2025-02-09,13:16:52,human,0.77
2025-02-09,13:16:52,human,0.64
2025-02-09,13:16:52,human,0.77
2025-02-09,13:16:53,human,0.72
2025-02-09,13:16:53,human,0.77
2025-02-09,13:16:54,human,0.82
2025-02-09,13:16:54,bird,0.37
2025-02-09,13:16:54,human,0.86
2025-02-09,13:16:54,human,0.74
2025-02-09,13:16:54,bird,0.72
2025-02-09,13:16:54,human,0.71
2025-02-09,13:16:54,bird,0.38
2025-02-09,13:16:55,human,0.88
2025-02-09,13:16:55,human,0.88
2025-02-09,13:16:55,human,0.74
2025-02-09,13:16:55,human,0.78
2025-02-09,13:16:56,human,0.87
2025-02-09,13:16:56,human,0.49
2025-02-09,13:16:56,human,0.45
2025-02-09,13:16:56,cat,0.37
2025-02-09,13:16:56,human,0.46
2025-02-09,13:16:57,bird,0.56
2025-02-09,13:16:57,human,0.62
2025-02-09,13:16:57,human,0.9
2025-02-09,13:16:57,human,0.88
2025-02-09,13:16:57,human,0.68
2025-02-09,13:16:57,human,0.5
2025-02-09,13:16:58,human,0.79
2025-02-09,13:16:58,human,0.74
2025-02-09,13:16:58,human,0.88
2025-02-09,13:16:58,human,0.64
2025-02-09,13:16:58,human,0.89
2025-02-09,13:16:58,human,0.78
2025-02-09,13:16:58,human,0.81
2025-02-09,13:16:58,human,0.8
2025-02-09,13:16:59,human,0.76
2025-02-09,13:16:59,human,0.65
2025-02-09,13:16:59,human,0.78
2025-02-09,13:16:59,human,0.56
2025-02-09,13:16:59,human,0.89
2025-02-09,13:16:59,human,0.77
2025-02-09,13:17:00,cat,0.89
2025-02-09,13:17:00,human,0.66
2025-02-09,13:17:00,human,0.66
2025-02-09,13:17:01,human,0.49
2025-02-09,13:17:01,human,0.5
2025-02-09,13:17:01,cat,0.43
2025-02-09,13:17:01,human,0.38
2025-02-09,13:17:02,bird,0.46
2025-02-09,13:17:04,cat,0.86
2025-02-09,13:17:04,cat,0.78
2025-02-09,13:17:04,bird,0.9
2025-02-09,13:17:04,giraffe,0.35
2025-02-09,13:17:05,bird,0.47
2025-02-09,13:17:07,bird,0.72
2025-02-09,13:17:08,bird,0.46
2025-02-09,13:17:08,bird,0.33
2025-02-09,13:17:08,bird,0.7
2025-02-09,13:17:09,bird,0.52
2025-02-09,13:17:09,bird,0.43
2025-02-09,13:17:10,bird,0.68
2025-02-09,13:17:10,giraffe,0.57
2025-02-09,13:17:11,elephant,0.4
2025-02-09,13:17:11,giraffe,0.57
2025-02-09,13:17:11,bobcat,0.33
2025-02-09,13:17:11,bird,0.33
2025-02-09,13:17:11,bird,0.43
2025-02-09,13:17:11,giraffe,0.52
2025-02-09,13:17:11,bird,0.39
2025-02-09,13:17:12,rhino,0.66
2025-02-09,13:17:12,rhino,0.61
2025-02-09,13:17:12,rhino,0.5
2025-02-09,13:17:13,bird,0.45
2025-02-09,13:17:13,rhino,0.75
2025-02-09,13:17:13,rhino,0.61
2025-02-09,13:17:13,rhino,0.81
2025-02-09,13:17:14,rhino,0.69
2025-02-09,13:17:14,bird,0.73
2025-02-09,13:17:14,elephant,0.51
2025-02-09,13:17:15,cat,0.71
2025-02-09,13:17:15,bird,0.79
2025-02-09,13:17:15,cow,0.65
2025-02-09,13:17:15,cow,0.81
2025-02-09,13:17:16,giraffe,0.3
2025-02-09,13:17:16,sheep,0.37
2025-02-09,13:17:16,horse,0.3
2025-02-09,13:17:17,zebra,0.4
2025-02-09,13:17:18,cat,0.7
2025-02-09,13:17:18,human,0.55
2025-02-09,13:17:24,cat,0.69
2025-02-09,13:17:24,cat,0.45
2025-02-09,13:17:24,cat,0.4
2025-02-09,13:17:25,bird,0.54
2025-02-09,13:17:25,tiger,0.35
2025-02-09,13:17:26,tiger,0.79
2025-02-09,13:17:26,tiger,0.79
2025-02-09,13:17:26,tiger,0.47
2025-02-09,13:17:26,tiger,0.54
2025-02-09,13:17:27,tiger,0.77
2025-02-09,13:17:28,tiger,0.75
2025-02-09,13:17:28,tiger,0.73
2025-02-09,13:17:28,tiger,0.81
2025-02-09,13:17:28,tiger,0.88
2025-02-09,13:17:29,tiger,0.88
2025-02-09,13:17:29,tiger,0.42
2025-02-09,13:17:29,tiger,0.61
2025-02-09,13:17:29,elephant,0.4
2025-02-09,13:17:29,tiger,0.47
2025-02-09,13:17:29,tiger,0.52
2025-02-09,13:17:30,tiger,0.58
2025-02-09,13:17:30,human,0.46
2025-02-09,13:17:30,cat,0.4
2025-02-09,13:17:30,cat,0.35
2025-02-09,13:17:31,tiger,0.73
2025-02-09,13:17:31,tiger,0.35
2025-02-09,13:17:31,tiger,0.73
2025-02-09,13:17:31,tiger,0.44
2025-02-09,13:17:31,tiger,0.66
2025-02-09,13:17:31,tiger,0.61
2025-02-09,13:17:31,tiger,0.83
2025-02-09,13:17:31,tiger,0.51
2025-02-09,13:17:32,tiger,0.88
2025-02-09,13:17:32,tiger,0.88
2025-02-09,13:17:32,tiger,0.91
2025-02-09,13:17:32,tiger,0.62
2025-02-09,13:17:32,zebra,0.31
2025-02-09,13:17:32,tiger,0.91
2025-02-09,13:17:32,tiger,0.88
2025-02-09,13:17:32,elephant,0.38
2025-02-09,13:17:32,tiger,0.93
2025-02-09,13:17:32,tiger,0.86
2025-02-09,13:17:32,cat,0.34
2025-02-09,13:17:33,tiger,0.87
2025-02-09,13:17:33,tiger,0.84
2025-02-09,13:17:33,tiger,0.71
2025-02-09,13:17:33,tiger,0.68
2025-02-09,13:17:33,tiger,0.55
2025-02-09,13:17:33,tiger,0.8
2025-02-09,13:17:34,tiger,0.73
2025-02-09,13:17:34,tiger,0.63
2025-02-09,13:17:34,tiger,0.78
2025-02-09,13:17:34,tiger,0.81
2025-02-09,13:17:35,tiger,0.78
2025-02-09,13:17:35,tiger,0.41
2025-02-09,13:17:35,cat,0.38
2025-02-09,13:17:36,tiger,0.33
2025-02-09,13:17:36,tiger,0.58
2025-02-09,13:17:36,cat,0.48
2025-02-09,13:17:36,cat,0.4
2025-02-09,13:17:36,elephant,0.37
2025-02-09,13:17:37,elephant,0.59
2025-02-09,13:17:37,tiger,0.85
2025-02-09,13:17:37,elephant,0.5
2025-02-09,13:17:37,tiger,0.35
2025-02-09,13:17:37,tiger,0.87
2025-02-09,13:17:37,tiger,0.62
2025-02-09,13:17:37,elephant,0.54
2025-02-09,13:17:37,human,0.79
2025-02-09,13:17:38,cat,0.87
2025-02-09,13:17:39,cat,0.62
2025-02-09,13:17:39,human,0.53
2025-02-09,13:17:39,cat,0.8
2025-02-09,13:17:39,human,0.47
2025-02-09,13:17:40,cat,0.95
2025-02-09,13:17:43,human,0.75
2025-02-09,13:17:43,human,0.63
2025-02-09,13:17:44,human,0.89
2025-02-09,13:17:44,human,0.88
2025-02-09,13:17:44,human,0.82
2025-02-09,13:17:44,human,0.81
2025-02-09,13:17:44,human,0.9
2025-02-09,13:17:44,human,0.77
2025-02-09,13:17:44,human,0.88
2025-02-09,13:17:44,human,0.83
2025-02-09,13:17:45,human,0.81
2025-02-09,13:17:45,human,0.62
2025-02-09,13:17:45,human,0.89
2025-02-09,13:17:45,human,0.78
2025-02-09,13:17:46,human,0.84
2025-02-09,13:17:46,human,0.84
2025-02-09,13:17:46,human,0.83
2025-02-09,13:17:47,human,0.67
2025-02-09,13:17:47,human,0.83
2025-02-09,13:17:47,human,0.61
2025-02-09,13:17:49,human,0.77
2025-02-09,13:17:49,human,0.58
2025-02-09,13:17:49,cat,0.43
2025-02-09,13:17:49,human,0.53
2025-02-09,13:17:50,human,0.59
2025-02-09,13:17:50,cat,0.94
2025-02-09,13:17:50,cat,0.53
2025-02-09,13:17:50,cat,0.44
2025-02-09,13:17:51,human,0.44
2025-02-09,13:17:51,human,0.75
2025-02-09,13:17:51,cat,0.58
2025-02-09,13:17:51,human,0.61
2025-02-09,13:17:52,bird,0.91
2025-02-09,13:17:52,human,0.41
2025-02-09,13:17:53,human,0.68
2025-02-09,13:17:53,cat,0.54
2025-02-09,13:17:54,human,0.69
2025-02-09,13:17:54,human,0.73
2025-02-09,13:17:54,human,0.72
2025-02-09,13:17:55,human,0.7
2025-02-09,13:17:55,cat,0.4
2025-02-09,13:17:55,dog,0.42
2025-02-09,13:17:57,human,0.58
2025-02-09,13:17:57,human,0.34
