Date,Time,Class,Confidence
2025-02-10 00:48:58,human detected,0.8311313390731812
2025-02-10 00:48:58,human detected,0.7685223817825317
2025-02-10 00:48:58,human detected,0.8327977061271667
2025-02-10 00:48:58,human detected,0.831952691078186
2025-02-10 00:48:58,human detected,0.7764982581138611
2025-02-10 00:48:58,human detected,0.694915235042572
2025-02-10 00:48:58,panda detected,0.3340592682361603
2025-02-10 00:48:58,human detected,0.8247327208518982
2025-02-10 00:48:59,human detected,0.7409226298332214
2025-02-10 00:48:59,human detected,0.7388239502906799
2025-02-10 00:48:59,human detected,0.732602059841156
2025-02-10 00:48:59,human detected,0.748351514339447
2025-02-10 00:48:59,human detected,0.7153515219688416
2025-02-10 00:48:59,human detected,0.7398321628570557
2025-02-10 00:48:59,human detected,0.6646733283996582
2025-02-10 00:49:00,human detected,0.7791901230812073
2025-02-10 00:49:00,human detected,0.7197033166885376
2025-02-10 00:49:00,human detected,0.7230810523033142
2025-02-10 00:49:00,human detected,0.6752402186393738
2025-02-10 00:49:00,human detected,0.6046063899993896
2025-02-10 00:49:00,human detected,0.7739660739898682
2025-02-10 00:49:00,human detected,0.6830149292945862
2025-02-10 00:49:00,human detected,0.6991513967514038
2025-02-10 00:49:01,human detected,0.6914793848991394
2025-02-10 00:49:01,human detected,0.4799972176551819
2025-02-10 00:49:01,human detected,0.3070685863494873
2025-02-10 00:49:01,human detected,0.3549552857875824
2025-02-10 00:49:01,human detected,0.31422707438468933
2025-02-10 00:49:01,human detected,0.36642053723335266
2025-02-10 00:49:01,human detected,0.34247952699661255
2025-02-10 00:49:01,human detected,0.5326005220413208
2025-02-10 00:49:01,human detected,0.5680637955665588
2025-02-10 00:49:01,human detected,0.8522964715957642
2025-02-10 00:49:02,human detected,0.8334680795669556
2025-02-10 00:49:02,human detected,0.8317241668701172
2025-02-10 00:49:02,human detected,0.835115373134613
2025-02-10 00:49:02,human detected,0.6708647608757019
2025-02-10 00:49:02,human detected,0.30886340141296387
2025-02-10 00:49:02,human detected,0.42762210965156555
2025-02-10 00:49:03,human detected,0.5984721183776855
2025-02-10 00:49:03,human detected,0.5143201351165771
2025-02-10 00:49:03,human detected,0.44316694140434265
2025-02-10 00:49:03,human detected,0.4931936264038086
2025-02-10 00:49:03,human detected,0.5562760829925537
2025-02-10 00:49:03,human detected,0.5724634528160095
2025-02-10 00:49:03,human detected,0.5089910626411438
2025-02-10 00:49:03,human detected,0.5197113156318665
2025-02-10 00:49:04,human detected,0.3974096179008484
2025-02-10 00:49:04,human detected,0.4819396138191223
2025-02-10 00:49:04,human detected,0.6176592707633972
2025-02-10 00:49:04,human detected,0.5835171937942505
2025-02-10 00:49:04,human detected,0.545095682144165
2025-02-10 00:49:04,human detected,0.5525804758071899
2025-02-10 00:49:04,human detected,0.6030767560005188
2025-02-10 00:49:05,human detected,0.5790024995803833
2025-02-10 00:49:05,human detected,0.40633463859558105
2025-02-10 00:49:05,human detected,0.6326195001602173
2025-02-10 00:49:05,human detected,0.7021298408508301
2025-02-10 00:49:05,human detected,0.6482409238815308
2025-02-10 00:49:05,human detected,0.5102462768554688
2025-02-10 00:49:05,human detected,0.6913712620735168
2025-02-10 00:49:06,human detected,0.7142177224159241
2025-02-10 00:49:06,human detected,0.7491055130958557
2025-02-10 00:49:06,human detected,0.6473745107650757
2025-02-10 00:49:06,human detected,0.7629502415657043
2025-02-10 00:49:06,human detected,0.737568736076355
2025-02-10 00:49:06,human detected,0.5865464806556702
2025-02-10 00:49:06,human detected,0.4106287360191345
2025-02-10 00:49:06,human detected,0.6304814219474792
2025-02-10 00:49:07,human detected,0.6705476641654968
2025-02-10 00:49:07,human detected,0.5730985403060913
2025-02-10 00:49:07,human detected,0.4055076241493225
2025-02-10 00:49:07,human detected,0.4482637047767639
2025-02-10 00:49:07,human detected,0.5363324880599976
2025-02-10 00:49:07,human detected,0.8398773670196533
2025-02-10 00:49:07,human detected,0.7725308537483215
2025-02-10 00:49:07,human detected,0.691802978515625
2025-02-10 00:49:07,human detected,0.31739649176597595
2025-02-10 00:49:08,cat detected,0.375902384519577
2025-02-10 00:49:09,human detected,0.396680623292923
2025-02-10 00:49:09,cat detected,0.34983307123184204
2025-02-10 00:49:09,human detected,0.3385172486305237
2025-02-10 00:49:09,human detected,0.5939093828201294
2025-02-10 00:49:10,human detected,0.30627453327178955
2025-02-10 00:49:10,human detected,0.791580319404602
2025-02-10 00:49:10,human detected,0.6549233794212341
2025-02-10 00:49:10,human detected,0.4361609220504761
2025-02-10 00:49:10,human detected,0.6512712240219116
2025-02-10 00:49:10,human detected,0.6790364980697632
2025-02-10 00:49:10,human detected,0.39357060194015503
2025-02-10 00:49:10,human detected,0.32366448640823364
2025-02-10 00:49:10,human detected,0.31105512380599976
2025-02-10 00:49:10,human detected,0.6916172504425049
2025-02-10 00:49:10,human detected,0.4122515320777893
2025-02-10 00:49:10,human detected,0.4047972559928894
2025-02-10 00:49:10,human detected,0.30354517698287964
2025-02-10 00:49:10,human detected,0.5525330901145935
2025-02-10 00:49:10,human detected,0.4667164385318756
2025-02-10 00:49:10,human detected,0.5629922151565552
2025-02-10 00:49:10,human detected,0.517075777053833
2025-02-10 00:49:10,human detected,0.3142295777797699
2025-02-10 00:49:10,human detected,0.511759877204895
2025-02-10 00:49:10,human detected,0.34490329027175903
2025-02-10 00:49:11,human detected,0.7478669285774231
2025-02-10 00:49:11,cat detected,0.46432751417160034
2025-02-10 00:49:11,human detected,0.32475629448890686
2025-02-10 00:49:11,human detected,0.3190426826477051
2025-02-10 00:49:11,human detected,0.7275868654251099
2025-02-10 00:49:11,human detected,0.48751986026763916
2025-02-10 00:49:11,human detected,0.4844183623790741
2025-02-10 00:49:11,cat detected,0.4114198088645935
2025-02-10 00:49:11,cat detected,0.4916548430919647
2025-02-10 00:49:11,human detected,0.37462836503982544
2025-02-10 00:49:11,dog detected,0.3417537212371826
2025-02-10 00:49:11,human detected,0.49956026673316956
2025-02-10 00:49:11,human detected,0.38064122200012207
2025-02-10 00:49:11,cat detected,0.3664150536060333
2025-02-10 00:49:11,human detected,0.34674403071403503
2025-02-10 00:49:11,human detected,0.5663682222366333
2025-02-10 00:49:11,human detected,0.5474221706390381
2025-02-10 00:49:11,human detected,0.4978289008140564
2025-02-10 00:49:11,human detected,0.37679511308670044
2025-02-10 00:49:11,human detected,0.758006751537323
2025-02-10 00:49:11,human detected,0.55339115858078
2025-02-10 00:49:11,human detected,0.4692012071609497
2025-02-10 00:49:11,human detected,0.8053202033042908
2025-02-10 00:49:11,human detected,0.7779216170310974
2025-02-10 00:49:11,human detected,0.5914633870124817
2025-02-10 00:49:12,human detected,0.5504459738731384
2025-02-10 00:49:12,human detected,0.5433493852615356
2025-02-10 00:49:12,human detected,0.7062901854515076
2025-02-10 00:49:12,human detected,0.7046396136283875
2025-02-10 00:49:12,human detected,0.6566053032875061
2025-02-10 00:49:12,human detected,0.733487606048584
2025-02-10 00:49:12,human detected,0.5302942991256714
2025-02-10 00:49:12,human detected,0.517295241355896
2025-02-10 00:49:12,human detected,0.7043364644050598
2025-02-10 00:49:12,human detected,0.5240198373794556
2025-02-10 00:49:12,human detected,0.7331416010856628
2025-02-10 00:49:12,human detected,0.7222412824630737
2025-02-10 00:49:12,human detected,0.4732159376144409
2025-02-10 00:49:12,human detected,0.4053612947463989
2025-02-10 00:49:12,human detected,0.39724001288414
2025-02-10 00:49:12,human detected,0.5563175082206726
2025-02-10 00:49:12,human detected,0.5553718209266663
2025-02-10 00:49:12,human detected,0.43764427304267883
2025-02-10 00:49:13,human detected,0.6838799118995667
2025-02-10 00:49:13,human detected,0.5211689472198486
2025-02-10 00:49:13,human detected,0.4857429563999176
2025-02-10 00:49:13,human detected,0.7467427849769592
2025-02-10 00:49:13,human detected,0.6743432879447937
2025-02-10 00:49:13,human detected,0.3636644184589386
2025-02-10 00:49:13,human detected,0.3522556722164154
2025-02-10 00:49:13,human detected,0.7420304417610168
2025-02-10 00:49:13,human detected,0.7268092632293701
2025-02-10 00:49:13,human detected,0.5983952879905701
2025-02-10 00:49:13,human detected,0.6485631465911865
2025-02-10 00:49:13,human detected,0.6065447330474854
2025-02-10 00:49:13,human detected,0.5050791501998901
2025-02-10 00:49:13,human detected,0.7432743310928345
2025-02-10 00:49:13,human detected,0.5085585713386536
2025-02-10 00:49:13,human detected,0.4008619785308838
2025-02-10 00:49:13,human detected,0.6904749870300293
2025-02-10 00:49:13,human detected,0.5137132406234741
2025-02-10 00:49:13,human detected,0.4741334617137909
2025-02-10 00:49:13,human detected,0.6895779371261597
2025-02-10 00:49:13,human detected,0.5869374871253967
2025-02-10 00:49:13,human detected,0.3199519217014313
2025-02-10 00:49:13,human detected,0.31619229912757874
2025-02-10 00:49:13,human detected,0.30478259921073914
2025-02-10 00:49:13,human detected,0.47442319989204407
2025-02-10 00:49:13,human detected,0.3990424573421478
2025-02-10 00:49:13,human detected,0.37593743205070496
2025-02-10 00:49:14,human detected,0.45217111706733704
2025-02-10 00:49:14,human detected,0.6496242880821228
2025-02-10 00:49:14,human detected,0.5288225412368774
2025-02-10 00:49:14,human detected,0.3527583181858063
2025-02-10 00:49:14,human detected,0.5810363292694092
2025-02-10 00:49:14,human detected,0.37731292843818665
2025-02-10 00:49:14,human detected,0.6504193544387817
2025-02-10 00:49:14,human detected,0.33435389399528503
2025-02-10 00:49:14,human detected,0.569951593875885
2025-02-10 00:49:14,human detected,0.47935888171195984
2025-02-10 00:49:14,human detected,0.4701573848724365
2025-02-10 00:49:14,human detected,0.6063176393508911
2025-02-10 00:49:14,human detected,0.5681760311126709
2025-02-10 00:49:14,human detected,0.3072105050086975
2025-02-10 00:49:15,human detected,0.6125680804252625
2025-02-10 00:49:15,human detected,0.579849362373352
2025-02-10 00:49:15,human detected,0.42456018924713135
2025-02-10 00:49:15,human detected,0.45017722249031067
2025-02-10 00:49:15,human detected,0.39270082116127014
2025-02-10 00:49:15,human detected,0.6788467764854431
2025-02-10 00:49:15,human detected,0.5224394202232361
2025-02-10 00:49:15,human detected,0.6065273880958557
2025-02-10 00:49:15,human detected,0.5650436282157898
2025-02-10 00:49:15,human detected,0.5071475505828857
2025-02-10 00:49:15,human detected,0.37096238136291504
2025-02-10 00:49:15,human detected,0.5219378471374512
2025-02-10 00:49:15,human detected,0.502896249294281
2025-02-10 00:49:15,human detected,0.37725910544395447
2025-02-10 00:49:15,human detected,0.7317004203796387
2025-02-10 00:49:15,human detected,0.5145834684371948
2025-02-10 00:49:15,human detected,0.47164690494537354
2025-02-10 00:49:16,human detected,0.7410137057304382
2025-02-10 00:49:16,human detected,0.6123203635215759
2025-02-10 00:49:16,human detected,0.4016198515892029
2025-02-10 00:49:16,human detected,0.44776734709739685
2025-02-10 00:49:16,human detected,0.4109686315059662
2025-02-10 00:49:16,human detected,0.3422467112541199
2025-02-10 00:49:16,human detected,0.5412366390228271
2025-02-10 00:49:16,human detected,0.4617339074611664
2025-02-10 00:49:16,human detected,0.4451638162136078
2025-02-10 00:49:16,human detected,0.5308529734611511
2025-02-10 00:49:16,human detected,0.3266724944114685
2025-02-10 00:49:16,cat detected,0.44237497448921204
2025-02-10 00:49:16,dog detected,0.3286694586277008
2025-02-10 00:49:17,cat detected,0.4790951907634735
2025-02-10 00:49:17,human detected,0.4534876048564911
2025-02-10 00:49:17,human detected,0.36162102222442627
2025-02-10 00:49:18,cat detected,0.5494819283485413
2025-02-10 00:49:18,human detected,0.4555929899215698
2025-02-10 00:49:18,human detected,0.3750647306442261
2025-02-10 00:49:18,human detected,0.7673642635345459
2025-02-10 00:49:18,human detected,0.7552578449249268
2025-02-10 00:49:18,human detected,0.7011620998382568
2025-02-10 00:49:18,human detected,0.6886685490608215
2025-02-10 00:49:18,human detected,0.6488843560218811
2025-02-10 00:49:18,human detected,0.5168728232383728
2025-02-10 00:49:18,human detected,0.333191454410553
2025-02-10 00:49:19,human detected,0.7500448822975159
2025-02-10 00:49:19,human detected,0.5154238343238831
2025-02-10 00:49:19,human detected,0.4289976954460144
2025-02-10 00:49:19,human detected,0.4288892447948456
2025-02-10 00:49:19,human detected,0.7669075131416321
2025-02-10 00:49:19,human detected,0.7344302535057068
2025-02-10 00:49:19,human detected,0.49007055163383484
2025-02-10 00:49:19,human detected,0.4887750744819641
2025-02-10 00:49:19,human detected,0.7691792845726013
2025-02-10 00:49:19,human detected,0.6946091651916504
2025-02-10 00:49:19,human detected,0.5951449871063232
2025-02-10 00:49:19,human detected,0.3241845667362213
2025-02-10 00:49:19,human detected,0.30946043133735657
2025-02-10 00:49:19,human detected,0.7581824064254761
2025-02-10 00:49:19,human detected,0.576126217842102
2025-02-10 00:49:19,human detected,0.5244464874267578
2025-02-10 00:49:19,human detected,0.7939273715019226
2025-02-10 00:49:19,human detected,0.7697420716285706
2025-02-10 00:49:19,human detected,0.7202936410903931
2025-02-10 00:49:19,human detected,0.7835693359375
2025-02-10 00:49:19,human detected,0.7229126691818237
2025-02-10 00:49:19,human detected,0.6303519010543823
2025-02-10 00:49:19,human detected,0.7667675614356995
2025-02-10 00:49:19,human detected,0.7267261743545532
2025-02-10 00:49:19,human detected,0.44240856170654297
2025-02-10 00:49:19,human detected,0.3225231468677521
2025-02-10 00:49:19,human detected,0.6932803988456726
2025-02-10 00:49:19,human detected,0.43365514278411865
2025-02-10 00:49:19,human detected,0.4291299283504486
2025-02-10 00:49:20,human detected,0.6444412469863892
2025-02-10 00:49:20,human detected,0.6175129413604736
2025-02-10 00:49:20,human detected,0.38274064660072327
2025-02-10 00:49:20,human detected,0.7480491995811462
2025-02-10 00:49:20,human detected,0.6323278546333313
2025-02-10 00:49:20,human detected,0.5398802161216736
2025-02-10 00:49:20,human detected,0.6794058680534363
2025-02-10 00:49:20,human detected,0.6287776231765747
2025-02-10 00:49:20,human detected,0.7096577882766724
2025-02-10 00:49:20,human detected,0.6624377369880676
2025-02-10 00:49:20,human detected,0.3869558572769165
2025-02-10 00:49:20,human detected,0.7624528408050537
2025-02-10 00:49:20,human detected,0.5165348052978516
2025-02-10 00:49:20,human detected,0.7188634276390076
2025-02-10 00:49:20,human detected,0.44554105401039124
2025-02-10 00:49:20,human detected,0.36752015352249146
2025-02-10 00:49:20,human detected,0.7407779693603516
2025-02-10 00:49:20,human detected,0.6675824522972107
2025-02-10 00:49:20,human detected,0.531410813331604
2025-02-10 00:49:21,human detected,0.7043995261192322
2025-02-10 00:49:21,human detected,0.5074051022529602
2025-02-10 00:49:21,human detected,0.4731602072715759
2025-02-10 00:49:21,human detected,0.45363640785217285
2025-02-10 00:49:21,human detected,0.7614366412162781
2025-02-10 00:49:21,human detected,0.6163254380226135
2025-02-10 00:49:21,human detected,0.35233068466186523
2025-02-10 00:49:21,human detected,0.334679514169693
2025-02-10 00:49:21,human detected,0.8217782378196716
2025-02-10 00:49:21,human detected,0.8046416640281677
2025-02-10 00:49:21,human detected,0.7902440428733826
2025-02-10 00:49:21,human detected,0.776086151599884
2025-02-10 00:49:21,human detected,0.57480388879776
2025-02-10 00:49:21,human detected,0.3226366341114044
2025-02-10 00:49:21,human detected,0.820688784122467
2025-02-10 00:49:21,human detected,0.6691080927848816
2025-02-10 00:49:21,human detected,0.6374000310897827
2025-02-10 00:49:21,human detected,0.7704906463623047
2025-02-10 00:49:21,human detected,0.4708537459373474
2025-02-10 00:49:21,human detected,0.8173888325691223
2025-02-10 00:49:21,human detected,0.6255464553833008
2025-02-10 00:49:21,human detected,0.40433886647224426
2025-02-10 00:49:22,human detected,0.6968742609024048
2025-02-10 00:49:22,human detected,0.5344197750091553
2025-02-10 00:49:22,human detected,0.46197792887687683
2025-02-10 00:49:22,human detected,0.4057425558567047
2025-02-10 00:49:22,human detected,0.7058246731758118
2025-02-10 00:49:22,human detected,0.4792640209197998
2025-02-10 00:49:22,human detected,0.3978089392185211
2025-02-10 00:49:22,human detected,0.7034270763397217
2025-02-10 00:49:22,human detected,0.6913591623306274
2025-02-10 00:49:22,human detected,0.383576363325119
2025-02-10 00:49:22,human detected,0.8177602887153625
2025-02-10 00:49:22,human detected,0.751207172870636
2025-02-10 00:49:22,human detected,0.6769654154777527
2025-02-10 00:49:22,human detected,0.7597989439964294
2025-02-10 00:49:22,human detected,0.755276620388031
2025-02-10 00:49:22,human detected,0.7181263566017151
2025-02-10 00:49:22,human detected,0.7470199465751648
2025-02-10 00:49:22,human detected,0.7238162159919739
2025-02-10 00:49:22,human detected,0.7203667163848877
2025-02-10 00:49:22,human detected,0.7543839812278748
2025-02-10 00:49:22,human detected,0.6847150325775146
2025-02-10 00:49:22,human detected,0.5742957592010498
2025-02-10 00:49:22,human detected,0.35168614983558655
2025-02-10 00:49:23,human detected,0.7446908950805664
2025-02-10 00:49:23,human detected,0.6423615217208862
2025-02-10 00:49:23,human detected,0.44203993678092957
2025-02-10 00:49:23,human detected,0.3599153757095337
2025-02-10 00:49:23,human detected,0.3937022387981415
2025-02-10 00:49:23,cat detected,0.5511364936828613
2025-02-10 00:49:23,human detected,0.389852374792099
2025-02-10 00:49:23,human detected,0.331329345703125
2025-02-10 00:49:23,human detected,0.3400992155075073
2025-02-10 00:49:24,human detected,0.3512285351753235
2025-02-10 00:49:24,cat detected,0.31630250811576843
2025-02-10 00:49:24,human detected,0.45415765047073364
2025-02-10 00:49:24,human detected,0.5487653017044067
2025-02-10 00:49:24,human detected,0.6548644304275513
2025-02-10 00:49:24,human detected,0.39983105659484863
2025-02-10 00:49:24,human detected,0.6425474286079407
2025-02-10 00:49:24,human detected,0.6346427798271179
2025-02-10 00:49:24,human detected,0.32734185457229614
2025-02-10 00:49:25,human detected,0.4333539307117462
2025-02-10 00:49:25,human detected,0.39169061183929443
2025-02-10 00:49:25,human detected,0.3029230535030365
2025-02-10 00:49:25,human detected,0.6185140609741211
2025-02-10 00:49:25,human detected,0.34553262591362
2025-02-10 00:49:25,human detected,0.6430572867393494
2025-02-10 00:49:25,human detected,0.8430067300796509
2025-02-10 00:49:25,human detected,0.4825647175312042
2025-02-10 00:49:26,human detected,0.8367869257926941
2025-02-10 00:49:26,human detected,0.717709481716156
2025-02-10 00:49:26,human detected,0.6511858701705933
2025-02-10 00:49:26,human detected,0.7764838337898254
2025-02-10 00:49:26,human detected,0.8091900944709778
2025-02-10 00:49:26,human detected,0.6772891879081726
2025-02-10 00:49:26,human detected,0.7874537706375122
2025-02-10 00:49:27,human detected,0.8299113512039185
2025-02-10 00:49:27,human detected,0.8195310831069946
2025-02-10 00:49:27,human detected,0.7270399928092957
2025-02-10 00:49:27,human detected,0.7766722440719604
2025-02-10 00:50:43,human detected,0.8053739070892334
2025-02-10 00:50:43,human detected,0.824500560760498
2025-02-10 00:50:43,human detected,0.7836863994598389
2025-02-10 00:50:43,human detected,0.8571969866752625
2025-02-10 00:50:44,human detected,0.855679452419281
2025-02-10 00:50:44,human detected,0.8348329067230225
2025-02-10 00:50:44,human detected,0.8286291360855103
2025-02-10 00:50:44,human detected,0.8528856635093689
2025-02-10 00:50:44,human detected,0.852075457572937
2025-02-10 00:50:44,human detected,0.8627036213874817
2025-02-10 00:50:45,human detected,0.8393812775611877
2025-02-10 00:50:45,human detected,0.840593695640564
2025-02-10 00:50:45,human detected,0.8597215414047241
2025-02-10 00:50:45,human detected,0.8065241575241089
2025-02-10 00:50:45,human detected,0.8347375392913818
2025-02-10 00:50:46,human detected,0.8475598096847534
2025-02-10 00:50:46,human detected,0.8492680788040161
2025-02-10 00:50:46,human detected,0.8194795250892639
2025-02-10 00:50:46,human detected,0.8241928219795227
2025-02-10 00:50:46,human detected,0.8407561182975769
2025-02-10 00:50:46,human detected,0.8126991987228394
2025-02-10 00:50:47,human detected,0.8294999599456787
2025-02-10 00:50:47,human detected,0.8465957045555115
2025-02-10 00:50:47,human detected,0.8339559435844421
2025-02-10 00:50:47,human detected,0.8259541988372803
2025-02-10 00:50:47,human detected,0.7894496321678162
2025-02-10 00:50:47,human detected,0.8040701150894165
2025-02-10 00:50:48,human detected,0.8212689161300659
2025-02-10 00:50:48,human detected,0.8155125379562378
2025-02-10 00:50:48,human detected,0.7936146259307861
2025-02-10 00:50:48,human detected,0.7498239278793335
2025-02-10 00:50:48,human detected,0.6722442507743835
2025-02-10 00:50:49,human detected,0.7210829257965088
2025-02-10 00:50:49,human detected,0.7655454874038696
2025-02-10 00:50:49,human detected,0.7738555669784546
2025-02-10 00:50:49,human detected,0.737718939781189
2025-02-10 00:50:49,human detected,0.7778213024139404
2025-02-10 00:50:49,human detected,0.7558168172836304
2025-02-10 00:50:49,human detected,0.7477550506591797
2025-02-10 00:50:50,human detected,0.7788493037223816
2025-02-10 00:50:50,human detected,0.732606828212738
2025-02-10 00:50:50,human detected,0.782776951789856
2025-02-10 00:50:50,human detected,0.7596688270568848
2025-02-10 00:50:50,human detected,0.7344998121261597
2025-02-10 00:50:51,human detected,0.8256886601448059
2025-02-10 00:50:51,human detected,0.7609406113624573
2025-02-10 00:55:49,human detected,1,0.8171138763427734
2025-02-10 00:55:49,human detected,1,0.8200411796569824
2025-02-10 00:55:50,human detected,1,0.8119819760322571
2025-02-10 00:55:50,human detected,1,0.7615376710891724
2025-02-10 00:55:50,human detected,1,0.7569432258605957
2025-02-10 00:55:50,human detected,1,0.7782113552093506
2025-02-10 00:55:50,human detected,1,0.7809216976165771
2025-02-10 00:55:50,human detected,1,0.8035964369773865
2025-02-10 00:55:51,human detected,1,0.7873666286468506
2025-02-10 00:55:51,human detected,1,0.8214243650436401
2025-02-10 00:55:51,human detected,1,0.787996768951416
2025-02-10 00:55:51,human detected,1,0.8125742077827454
2025-02-10 00:55:51,human detected,1,0.790415346622467
2025-02-10 00:55:51,human detected,1,0.8241588473320007
2025-02-10 00:55:52,human detected,1,0.8111965656280518
2025-02-10 00:55:52,human detected,1,0.7889230847358704
2025-02-10 00:55:52,human detected,1,0.7937324047088623
2025-02-10 00:55:52,human detected,1,0.8167759776115417
2025-02-10 00:55:52,human detected,1,0.7756534218788147
2025-02-10 00:55:52,human detected,1,0.7712216973304749
2025-02-10 00:55:53,human detected,1,0.7060238718986511
2025-02-10 00:55:53,human detected,1,0.6865629553794861
2025-02-10 00:55:53,human detected,1,0.7547711133956909
2025-02-10 00:55:53,human detected,1,0.8178696632385254
2025-02-10 00:55:53,human detected,1,0.6806498169898987
2025-02-10 00:55:53,human detected,1,0.7576027512550354
2025-02-10 00:55:53,human detected,2,0.4980716407299042
2025-02-10 00:55:54,human detected,1,0.6164880394935608
2025-02-10 00:55:54,human detected,2,0.4880612790584564
2025-02-10 00:55:54,human detected,1,0.903408944606781
2025-02-10 00:55:54,cat detected,1,0.3281909227371216
2025-02-10 00:55:54,cat detected,1,0.5053979158401489
2025-02-10 00:55:54,panda detected,1,0.3576293885707855
2025-02-10 00:55:54,cat detected,1,0.6038784980773926
2025-02-10 00:55:54,panda detected,1,0.3025813400745392
2025-02-10 00:55:55,cat detected,1,0.433450311422348
2025-02-10 00:55:56,cat detected,1,0.3404615521430969
2025-02-10 00:55:56,dog detected,1,0.6053930521011353
2025-02-10 00:55:56,cat detected,1,0.3484418988227844
2025-02-10 00:55:57,human detected,1,0.32876795530319214
2025-02-10 00:55:57,cat detected,1,0.4347470700740814
2025-02-10 00:55:57,human detected,1,0.39159855246543884
2025-02-10 00:55:57,human detected,1,0.5459924936294556
2025-02-10 00:55:57,human detected,2,0.4959152042865753
2025-02-10 00:55:57,cat detected,1,0.35144802927970886
2025-02-10 00:55:57,human detected,3,0.3476722836494446
2025-02-10 00:55:57,human detected,1,0.6805495023727417
2025-02-10 00:55:57,human detected,2,0.43044063448905945
2025-02-10 00:55:57,cat detected,1,0.3755280077457428
2025-02-10 00:55:57,human detected,1,0.4057013988494873
2025-02-10 00:55:57,cat detected,1,0.3617842197418213
2025-02-10 00:55:58,human detected,1,0.6121801733970642
2025-02-10 00:55:58,human detected,2,0.46114709973335266
2025-02-10 00:55:58,human detected,3,0.38149651885032654
2025-02-10 00:55:58,human detected,1,0.5778167843818665
2025-02-10 00:55:58,human detected,2,0.343694269657135
2025-02-10 00:55:58,human detected,1,0.3091078996658325
2025-02-10 00:55:58,human detected,1,0.47178536653518677
2025-02-10 00:55:58,human detected,2,0.36788061261177063
2025-02-10 00:55:58,human detected,3,0.3415565490722656
2025-02-10 00:55:58,human detected,1,0.4527055621147156
2025-02-10 00:55:58,cat detected,1,0.3295484781265259
2025-02-10 00:55:58,human detected,1,0.5485982298851013
2025-02-10 00:55:58,human detected,2,0.4707074761390686
2025-02-10 00:55:58,human detected,3,0.3304328918457031
2025-02-10 00:55:59,cat detected,1,0.4067222774028778
2025-02-10 00:55:59,human detected,1,0.3603461682796478
2025-02-10 00:55:59,cat detected,1,0.4509294331073761
2025-02-10 00:55:59,human detected,1,0.3776475787162781
2025-02-10 00:55:59,cat detected,1,0.38496121764183044
2025-02-10 00:55:59,cat detected,1,0.32174065709114075
2025-02-10 00:55:59,cat detected,1,0.34169983863830566
2025-02-10 00:56:00,human detected,1,0.707954466342926
2025-02-10 00:56:00,human detected,2,0.5409645438194275
2025-02-10 00:56:00,cat detected,1,0.5083317756652832
2025-02-10 00:56:00,human detected,1,0.6373633742332458
2025-02-10 00:56:00,cat detected,1,0.4384840130805969
2025-02-10 00:56:00,human detected,2,0.4106181263923645
2025-02-10 00:56:00,human detected,1,0.5468554496765137
2025-02-10 00:56:00,cat detected,1,0.4183458089828491
2025-02-10 00:56:00,dog detected,1,0.3736043870449066
2025-02-10 00:56:00,human detected,2,0.3327794671058655
2025-02-10 00:56:00,cat detected,1,0.475504994392395
2025-02-10 00:56:00,human detected,1,0.460502028465271
2025-02-10 00:56:00,dog detected,1,0.3480120003223419
2025-02-10 00:56:00,human detected,1,0.6073207855224609
2025-02-10 00:56:00,human detected,2,0.48744824528694153
2025-02-10 00:56:00,cat detected,1,0.3733261823654175
2025-02-10 00:56:00,human detected,3,0.3517276644706726
2025-02-10 00:56:00,dog detected,1,0.3277577757835388
2025-02-10 00:56:00,human detected,1,0.6242949366569519
2025-02-10 00:56:00,human detected,2,0.5415295362472534
2025-02-10 00:56:00,cat detected,1,0.3630530536174774
2025-02-10 00:56:00,human detected,3,0.34556370973587036
2025-02-10 00:56:00,human detected,1,0.5993292927742004
2025-02-10 00:56:00,cat detected,1,0.4940793812274933
2025-02-10 00:56:00,human detected,2,0.42104607820510864
2025-02-10 00:56:01,human detected,1,0.37089481949806213
2025-02-10 00:56:01,human detected,1,0.6593195199966431
2025-02-10 00:56:01,human detected,2,0.4599284827709198
2025-02-10 00:56:01,human detected,3,0.4324047863483429
2025-02-10 00:56:01,human detected,1,0.706890344619751
2025-02-10 00:56:01,human detected,2,0.5517995953559875
2025-02-10 00:56:01,cat detected,1,0.34961971640586853
2025-02-10 00:56:01,cat detected,1,0.6286354064941406
2025-02-10 00:56:01,human detected,1,0.4596388339996338
2025-02-10 00:56:01,cat detected,1,0.47689759731292725
2025-02-10 00:56:01,human detected,1,0.3138529062271118
2025-02-10 00:56:01,cat detected,1,0.5353966951370239
2025-02-10 00:56:01,human detected,1,0.5262743234634399
2025-02-10 00:56:01,human detected,2,0.5095130801200867
2025-02-10 00:56:02,human detected,1,0.5405615568161011
2025-02-10 00:56:02,human detected,2,0.3084680140018463
2025-02-10 00:56:02,human detected,1,0.7221858501434326
2025-02-10 00:56:02,cat detected,1,0.32442134618759155
2025-02-10 00:56:02,dog detected,1,0.37649965286254883
2025-02-10 00:56:02,human detected,1,0.43211477994918823
2025-02-10 00:56:02,human detected,2,0.3451259434223175
2025-02-10 00:56:02,human detected,3,0.31462374329566956
2025-02-10 00:56:02,human detected,1,0.563045084476471
2025-02-10 00:56:02,human detected,2,0.5546167492866516
2025-02-10 00:56:02,human detected,1,0.6375595927238464
